series_type,table_type,table_type_desc,country_code,country_type,country_english_name,year,period_type,period_number,period,period_in_date,trade_flow,trade_flow_desc,commodity_group_code,commodity_group_name,partner_country_code,partner_country_english_name,base_year,currency_type,value,value_unit,value_type,value_type_desc,estimation_type,estimation_type_desc
T37.A.Q.,T37,Trade indices - individual countries/areas,208,C,Denmark,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,8.89253013,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,208,C,Denmark,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,7.01422131,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,246,C,Finland,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,7.93642534,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,246,C,Finland,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,6.96370264,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,251,C,France,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,3.86052003,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,251,C,France,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,3.93306002,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,276,C,Germany,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,3.76038392,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,276,C,Germany,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,2.56760704,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,300,C,Greece,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,2.51804782,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,300,C,Greece,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,2.14222214,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,328,C,Guyana,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,72.41862638,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,340,C,Honduras,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,90.13374852,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,352,C,Iceland,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,9.56380933,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,352,C,Iceland,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,14.69740634,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,356,C,India,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,8.20202781,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,356,C,India,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,4.69404342,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,372,C,Ireland,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,1.80674059,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,372,C,Ireland,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,4.76530767,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,376,C,Israel,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,0.98741737,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,376,C,Israel,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,3.16070803,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,381,C,Italy,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,2.47491794,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,381,C,Italy,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,4.24654514,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,388,C,Jamaica,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,16.31867238,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,392,C,Japan,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,1.03711943,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,392,C,Japan,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,2.56385093,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,504,C,Morocco,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,10.22339414,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,504,C,Morocco,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,16.33484147,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,528,C,Netherlands,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,4.27730666,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,528,C,Netherlands,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,3.69811742,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,554,C,New Zealand,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,14.94974846,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,554,C,New Zealand,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,17.00446984,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,579,C,Norway,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,4.90647267,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,579,C,Norway,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,6.39729067,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,591,C,Panama,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,18.10795924,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,604,C,Peru,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,12.56406145,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,608,C,Philippines,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,44.40250091,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,608,C,Philippines,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,9.51857276,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,616,C,Poland,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,2.15559144,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,616,C,Poland,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,3.48608135,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,620,C,Portugal,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,4.26557295,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,620,C,Portugal,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,5.95612317,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,710,C,South Africa,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,32.41960111,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,710,C,South Africa,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,10.50115382,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,724,C,Spain,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,2.39699448,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,724,C,Spain,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,3.03292381,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,752,C,Sweden,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,6.94571228,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,752,C,Sweden,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,5.44369032,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,757,C,Switzerland,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,8.2542584,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,757,C,Switzerland,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,20.63561053,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,764,C,Thailand,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,2.88195318,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,764,C,Thailand,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,1.30845345,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,826,C,United Kingdom,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,11.99343216,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,826,C,United Kingdom,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,12.01391829,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,840,C,United States,1953,A,0,195352,01/01/1953,M,Imports,1,Total,0,World,2000,,5.12492677,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,840,C,United States,1953,A,0,195352,01/01/1953,X,Exports,1,Total,0,World,2000,,7.17286192,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,36,C,Australia,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,8.54092527,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,40,C,Austria,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,4.46707107,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,40,C,Austria,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,4.39400251,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,68,C,Bolivia (Plurinational State of),1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,412.53910837,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,76,C,Brazil,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,7.57102098,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,124,C,Canada,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,5.04224333,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,124,C,Canada,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,5.02725127,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,144,C,Sri Lanka,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,17.44705308,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,144,C,Sri Lanka,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,25.43790581,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,208,C,Denmark,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,10.778833,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,208,C,Denmark,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,7.58413175,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,246,C,Finland,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,10.44268477,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,246,C,Finland,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,8.09735525,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,251,C,France,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,4.15747299,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,251,C,France,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,4.57009688,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,276,C,Germany,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,4.43440681,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,276,C,Germany,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,3.16298795,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,300,C,Greece,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,2.78928459,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,300,C,Greece,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,2.55212296,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,328,C,Guyana,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,75.89939262,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,340,C,Honduras,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,67.60031139,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,352,C,Iceland,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,10.14067402,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,352,C,Iceland,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,17.61315477,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,356,C,India,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,8.74882966,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,356,C,India,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,5.5929028,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,372,C,Ireland,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,1.85371049,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,372,C,Ireland,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,4.6652302,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,376,C,Israel,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,1.36264164,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,376,C,Israel,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,3.44517313,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,381,C,Italy,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,2.76698204,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,381,C,Italy,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,4.45453524,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,388,C,Jamaica,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,23.06524215,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,392,C,Japan,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,1.37219058,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,392,C,Japan,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,2.63081209,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,504,C,Morocco,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,10.1503671,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,504,C,Morocco,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,16.79823121,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,528,C,Netherlands,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,5.34661864,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,528,C,Netherlands,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,4.18047138,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,554,C,New Zealand,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,19.71834218,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,554,C,New Zealand,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,16.99302966,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,579,C,Norway,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,5.52894322,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,579,C,Norway,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,7.27631546,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,591,C,Panama,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,19.15450289,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,604,C,Peru,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,14.4752518,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,608,C,Philippines,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,48.98627576,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,608,C,Philippines,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,10.59312941,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,616,C,Poland,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,2.51485667,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,616,C,Poland,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,3.43203357,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,620,C,Portugal,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,4.54994448,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,620,C,Portugal,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,7.2797061,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,710,C,South Africa,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,105.0000072,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,710,C,South Africa,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,124.00008073,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,724,C,Spain,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,2.61033486,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,724,C,Spain,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,2.9662034,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,752,C,Sweden,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,7.90742456,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,752,C,Sweden,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,5.92401478,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,757,C,Switzerland,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,8.64703916,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,757,C,Switzerland,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,23.97581259,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,764,C,Thailand,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,3.03166746,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,764,C,Thailand,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,1.25911357,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,826,C,United Kingdom,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,12.53229381,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,826,C,United Kingdom,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,12.15982585,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,840,C,United States,1954,A,0,195452,01/01/1954,M,Imports,1,Total,0,World,2000,,4.72162647,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,840,C,United States,1954,A,0,195452,01/01/1954,X,Exports,1,Total,0,World,2000,,7.61810728,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,36,C,Australia,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,8.54092527,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,40,C,Austria,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,6.20221393,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,40,C,Austria,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,4.91239019,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,68,C,Bolivia (Plurinational State of),1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,424.83706488,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,76,C,Brazil,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,8.8035182,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,124,C,Canada,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,5.74175129,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,124,C,Canada,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,5.42631454,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,144,C,Sri Lanka,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,19.56181139,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,144,C,Sri Lanka,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,26.91674486,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,208,C,Denmark,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,10.6440962,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,208,C,Denmark,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,8.24171425,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,246,C,Finland,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,12.11349925,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,246,C,Finland,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,8.82609006,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,251,C,France,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,4.65241851,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,251,C,France,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,5.09634999,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,276,C,Germany,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,3.98164226,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,276,C,Germany,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,5.07296052,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,300,C,Greece,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,3.06052136,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,300,C,Greece,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,2.90347106,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,328,C,Guyana,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,78.31334683,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,340,C,Honduras,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,56.78426157,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,352,C,Iceland,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,11.45633033,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,352,C,Iceland,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,17.30801831,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,356,C,India,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,9.56903244,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,356,C,India,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,5.89252259,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,372,C,Ireland,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,1.72181989,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,372,C,Ireland,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,5.12746521,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,376,C,Israel,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,1.29351657,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,376,C,Israel,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,3.66641993,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,381,C,Italy,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,3.24352192,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,381,C,Italy,1955,A,0,195552,01/01/1955,M,Imports,1,Total,0,World,2000,,4.88786196,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,388,C,Jamaica,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,24.32886816,,Q,Volume,A,Actual
T37.A.Q.,T37,Trade indices - individual countries/areas,392,C,Japan,1955,A,0,195552,01/01/1955,X,Exports,1,Total,0,World,2000,,1.80299718,,Q,Volume,A,Actual
